ticker,company_name,our_sector,expected_sector,verdict,screener_broad_sector,screener_sector,screener_broad_industry,screener_industry,status
DRREDDY.NS,DR. REDDY'S LABORATORIES LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
EMCURE.NS,EMCURE PHARMACEUTICALS LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
ERIS.NS,ERIS LIFESCIENCES LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
FORTIS.NS,FORTIS HEALTHCARE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Hospital,ok
GLAND.NS,GLAND PHARMA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
GLAXO.NS,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
GLENMARK.NS,GLENMARK PHARMACEUTICALS LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
GRANULES.NS,GRANULES INDIA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
INDGN.NS,INDEGENE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",ok
INDRAMEDCO.NS,INDRAPRASTHA MEDICAL CORPORATION LTD,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Hospital,ok
IPCALAB.NS,IPCA LABORATORIES LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
JBCHEPHARM.NS,JB CHEMICALS & PHARMACEUTICALS LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
JUBLPHARMA.NS,JUBILANT PHARMOVA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
KIMS.NS,KRISHNA INSTITUTE OF MEDICAL SCIENCES LT,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Hospital,ok
LALPATHLAB.NS,DR. LAL PATH LABS LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,ok
LAURUSLABS.NS,LAURUS LABS LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
LUPIN.NS,LUPIN LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
MANKIND.NS,MANKIND PHARMA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
MAXHEALTH.NS,MAX HEALTHCARE INSTITUTE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Hospital,ok
MEDANTA.NS,GLOBAL HEALTH LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Hospital,ok
METROPOLIS.NS,METROPOLIS HEALTHCARE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,ok
NATCOPHARM.NS,NATCO PHARMA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
NEULANDLAB.NS,NEULAND LABORATORIES LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
NH.NS,NARAYANA HRUDAYALAYA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Hospital,ok
PFIZER.NS,PFIZER LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
POLYMED.NS,POLY MEDICURE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,ok
PPLPHARMA.NS,PIRAMAL PHARMA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
RAINBOW.NS,RAINBOW CHILDRENS MEDICARE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Hospital,ok
SANOFI.NS,SANOFI INDIA LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SHILPAMED.NS,SHILPA MEDICARE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SPARC.NS,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SUNPHARMA.NS,SUN PHARMACEUTICAL INDUSTRIES LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SYNGENE.NS,SYNGENE INTERNATIONAL LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",ok
THYROCARE.NS,THYROCARE TECHNOLOGIES LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,ok
TORNTPHARM.NS,TORRENT PHARMACEUTICALS LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
VIJAYA.NS,VIJAYA DIAGNOSTICS CENTRE LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,ok
WOCKPHARMA.NS,WOCKHARDT LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
ZYDUSLIFE.NS,ZYDUS LIFESCIENCES LIMITED,HEALTHCARE,HEALTHCARE,match,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
ABB.NS,ABB INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
ACE.NS,ACTION CONSTRUCTION EQUIPMENT LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,ok
AIAENG.NS,AIA ENGINEERING LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Castings & Forgings,ok
ASTRAL.NS,ASTRAL LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,ok
BHEL.NS,BHARAT HEAVY ELECTRICALS LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
CARBORUNIV.NS,CARBORUNDUM UNIVERSAL LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,ok
CGPOWER.NS,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
COCHINSHIP.NS,COCHIN SHIPYARD LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,ok
CUMMINSIND.NS,CUMMINS INDIA LTD,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",ok
ELECON.NS,ELECON ENGINEERING COMPANY LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
ELGIEQUIP.NS,ELGI EQUIPMENTS LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",ok
FINCABLES.NS,FINOLEX CABLES LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Cables - Electricals,ok
FINPIPE.NS,FINOLEX INDUSTRIES LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,ok
GMMPFAUDLR.NS,GMM PFAUDLER LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ok
GRAPHITE.NS,GRAPHITE INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,ok
GRINDWELL.NS,GRINDWELL NORTON LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,ok
HONAUT.NS,HONEYWELL AUTOMATION INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ok
INOXINDIA.NS,INOX INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Other Industrial Products,ok
JKPAPER.NS,JK PAPER LIMITED,INDUSTRIAL,INDUSTRIAL,match,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,ok
JYOTICNC.NS,JYOTI CNC AUTOMATION LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ok
KAYNES.NS,KAYNES TECHNOLOGY INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ok
KEI.NS,KEI INDUSTRIES LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Cables - Electricals,ok
KIRLOSBROS.NS,KIRLOSKAR BROTHERS LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",ok
KIRLOSENG.NS,KIRLOSKAR OIL ENGINES LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",ok
KSB.NS,KSB LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",ok
POLYCAB.NS,POLYCAB INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Cables - Electricals,ok
POLYPLEX.NS,POLYPLEX CORPORATION LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Packaging,ok
POWERINDIA.NS,ABB POWER PRODUCTS AND SYSTEMS INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
PRAJIND.NS,PRAJ INDUSTRIES LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ok
RHIM.NS,RHI MAGNESITA INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,ok
RRKABEL.NS,RR KABEL LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Cables - Electricals,ok
SIEMENS.NS,SIEMENS LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
SKFINDIA.NS,SKF INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,ok
SUPREMEIND.NS,SUPREME INDUSTRIES LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,ok
SYRMA.NS,SYRMA SGS TECHNOLOGY LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ok
THERMAX.NS,THERMAX LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
TIMKEN.NS,TIMKEN INDIA LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,ok
TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,ok
TRITURBINE.NS,TRIVENI TURBINE LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
UFLEX.NS,UFLEX LIMITED,INDUSTRIAL,INDUSTRIAL,match,Industrials,Capital Goods,Industrial Products,Packaging,ok
AFFLE.NS,AFFLE (INDIA) LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Services,IT Enabled Services,ok
BSOFT.NS,BIRLASOFT LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
COFORGE.NS,COFORGE LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
CYIENT.NS,CYIENT LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Services,IT Enabled Services,ok
HAPPSTMNDS.NS,HAPPIEST MINDS TECHNOLOGIES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
HCLTECH.NS,HCL TECHNOLOGIES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
INFY.NS,INFOSYS LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
INTELLECT.NS,INTELLECT DESIGN ARENA LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
KPITTECH.NS,KPIT TECHNOLOGIES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
LATENTVIEW.NS,LATENT VIEW ANALYTICS LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
LTTS.NS,L&T TECHNOLOGY SERVICES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Services,IT Enabled Services,ok
MAPMYINDIA.NS,CE INFO SYSTEMS LTD,IT,IT,match,Information Technology,Information Technology,IT - Software,Software Products,ok
MASTEK.NS,MASTEK LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
MPHASIS.NS,MPHASIS LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
NETWEB.NS,NETWEB TECHNOLOGIES INDIA LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Services,IT Enabled Services,ok
NEWGEN.NS,NEWGEN SOFTWARE TECHNOLOGIES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
OFSS.NS,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Software Products,ok
PERSISTENT.NS,PERSISTENT SYSTEMS LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
SONATSOFTW.NS,SONATA SOFTWARE LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
TANLA.NS,TANLA PLATFORMS LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Software Products,ok
TATAELXSI.NS,TATA ELXSI LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
TATATECH.NS,TATA TECHNOLOGIES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Services,IT Enabled Services,ok
TCS.NS,TATA CONSULTANCY SERVICES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
TECHM.NS,TECH MAHINDRA LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
WIPRO.NS,WIPRO LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
ZENSARTECH.NS,ZENSAR TECHNOLOGIES LIMITED,IT,IT,match,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
NETWORK18.NS,NETWORK18 MEDIA & INVESTMENTS LIMITED,MEDIA,MEDIA,match,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,ok
SAREGAMA.NS,SAREGAMA INDIA LIMITED,MEDIA,MEDIA,match,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,ok
SUNTV.NS,SUN TV NETWORK LIMITED,MEDIA,MEDIA,match,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,ok
TV18BRDCST.NS,TV18 BROADCAST LIMITED,MEDIA,MEDIA,match,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,ok
ZEEL.NS,ZEE ENTERTAINMENT ENTERPRISES LIMITED,MEDIA,MEDIA,match,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,ok
ASHAPURMIN.NS,Ashapura Minechem,METALS,METALS,match,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,ok
GMDCLTD.NS,GUJARAT MINERAL DEVELOPMENT CORP,METALS,METALS,match,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,ok
HINDALCO.NS,HINDALCO INDUSTRIES LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,ok
HINDCOPPER.NS,HINDUSTAN COPPER LTD.,METALS,METALS,match,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,ok
HINDZINC.NS,HINDUSTAN ZINC LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc,ok
JINDALSTEL.NS,JINDAL STEEL & POWER LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
JSL.NS,JINDAL STAINLESS LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
JSWSTEEL.NS,JSW STEEL LTD,METALS,METALS,match,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
KIOCL.NS,KIOCL LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,ok
LLOYDSME.NS,LLOYDS METALS AND ENERGY LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,ok
MOIL.NS,MOIL LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,ok
NATIONALUM.NS,NATIONAL ALUMINIUM COMPANY LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,ok
NMDC.NS,NMDC LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,ok
SAIL.NS,STEEL AUTHORITY OF INDIA LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
SARDAEN.NS,SARDA ENERGY & MINERALS LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
TATASTEEL.NS,TATA STEEL LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
VEDL.NS,VEDANTA LIMITED,METALS,METALS,match,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,ok
ABREL.NS,ADITYA BIRLA REAL ESTATE LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
ANANTRAJ.NS,ANANT RAJ LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
BRIGADE.NS,BRIGADE ENTERPRISES LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
DLF.NS,DLF LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
GODREJPROP.NS,GODREJ PROPERTIES LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
LODHA.NS,MACROTECH DEVELOPERS LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
MAHLIFE.NS,MAHINDRA LIFESPACE DEVELOPERS LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
OBEROIRLTY.NS,OBEROI REALTY LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
OMAXE.NS,OMAXE LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
PHOENIXLTD.NS,THE PHOENIX MILLS LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
PRESTIGE.NS,PRESTIGE ESTATES PROJECTS LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
SIGNATURE.NS,SIGNATUREGLOBAL (INDIA) LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
SOBHA.NS,SOBHA LIMITED,REALTY,REALTY,match,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
BHARTIARTL.NS,BHARTI AIRTEL LTD,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,ok
BHARTIHEXA.NS,BHARTI HEXACOM LIMITED,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,ok
HFCL.NS,HFCL LIMITED,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,ok
IDEA.NS,VODAFONE IDEA LTD,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,ok
INDUSTOWER.NS,INDUS TOWERS LIMITED,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,ok
ITI.NS,ITI LIMITED,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,ok
STLTECH.NS,STERLITE TECHNOLOGIES LIMITED,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,ok
TATACOMM.NS,TATA COMMUNICATIONS LIMITED,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,ok
TEJASNET.NS,TEJAS NETWORKS LIMITED,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,ok
TTML.NS,TATA TELESERVICES MAHARASHTRA,TELECOM,TELECOM,match,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,ok
ALOKINDS.NS,ALOK INDUSTRIES LIMITED,TEXTILES,TEXTILES,match,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
CENTENKA.NS,CENTURY ENKA LIMITED,TEXTILES,TEXTILES,match,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
KPRMILL.NS,KPR MILL LIMITED,TEXTILES,TEXTILES,match,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
TRIDENT.NS,TRIDENT LIMITED,TEXTILES,TEXTILES,match,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
VTL.NS,VARDHMAN TEXTILES LIMITED,TEXTILES,TEXTILES,match,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
WELSPUNLIV.NS,WELSPUN LIVING LIMITED,TEXTILES,TEXTILES,match,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
